iter	Passed	Remaining
1007	34451	136438
1008	34473	136358
1009	34499	136291
1010	34519	136200
1011	34538	136106
1012	34566	136047
1013	34585	135954
1014	34604	135862
1015	34625	135774
1016	34643	135678
1017	34676	135639
1018	34694	135544
1019	34715	135456
1020	34734	135365
1021	34753	135272
1022	34777	135199
1023	34795	135103
1024	34819	135031
1025	34851	134988
1026	34891	134979
1027	34915	134907
1028	35004	135086
1029	35028	135012
1030	35045	134913
1031	35069	134839
1032	35086	134742
1033	35106	134655
1034	35124	134560
1035	35143	134468
1036	35161	134373
1037	35184	134297
1038	35204	134210
1039	35225	134128
1040	35246	134043
1041	35264	133951
1042	35289	133882
1043	35312	133809
1044	35330	133716
1045	35352	133637
1046	35375	133561
1047	35394	133470
1048	35412	133377
1049	35431	133288
1050	35455	133221
1051	35480	133154
1052	35501	133070
1053	35521	132987
1054	35544	132911
1055	35583	132900
1056	35625	132894
1057	35659	132863
1058	35704	132872
1059	35750	132885
1060	35790	132872
1061	35830	132862
1062	35861	132819
1063	35955	133008
1064	35985	132959
1065	36018	132923
1066	36039	132841
1067	36070	132797
1068	36093	132724
1069	36113	132640
1070	36133	132556
1071	36162	132504
1072	36183	132426
1073	36211	132369
1074	36236	132306
1075	36257	132224
1076	36280	132152
1077	36304	132083
1078	36324	131999
1079	36349	131936
1080	36370	131854
1081	36387	131760
1082	36406	131675
1083	36425	131587
1084	36461	131565
1085	36478	131471
1086	36505	131411
1087	36541	131389
1088	36561	131306
1089	36592	131263
1090	36831	131966
1091	36901	132060
1092	36953	132092
1093	36991	132074
1094	37025	132040
1095	37171	132406
1096	37297	132699
1097	37344	132711
1098	37426	132847
1099	37467	132839
1100	37575	133066
1101	37791	133676
1102	37962	134125
1103	38054	134293
1104	38084	134242
1105	38130	134249
1106	38449	135217
1107	38580	135519
1108	38649	135605
1109	38815	136030
1110	38918	136231
1111	39023	136441
1112	39132	136664
1113	39179	136671
1114	39233	136702
1115	39274	136688
1116	39343	136769
1117	39496	137141
1118	39538	137129
1119	39575	137101
1120	39596	137016
1121	39622	136947
1122	39654	136902
1123	39691	136872
1124	39740	136884
1125	39764	136809
1126	39804	136790
1127	39876	136880
1128	39905	136822
1129	39929	136748
1130	39956	136686
1131	39974	136589
1132	39995	136507
1133	40017	136427
1134	40054	136397
1135	40084	136343
1136	40110	136275
1137	40132	136196
1138	40157	136127
1139	40189	136081
1140	40227	136054
1141	40258	136004
1142	40276	135911
1143	40310	135871
1144	40343	135827
1145	40382	135805
1146	40401	135716
1147	40419	135623
1148	40455	135592
1149	40488	135549
1150	40657	135959
1151	40683	135895
1152	40702	135806
1153	40739	135776
1154	40786	135778
1155	40829	135768
1156	40856	135707
1157	40906	135720
1158	40965	135761
1159	41023	135801
1160	41049	135737
1161	41070	135651
1162	41090	135566
1163	41112	135489
1164	41141	135430
1165	41185	135426
1166	41212	135362
1167	41232	135277
1168	41259	135214
1169	41305	135212
1170	41342	135182
1171	41376	135144
1172	41397	135062
1173	41417	134977
1174	41439	134900
1175	41466	134838
1176	41491	134768
1177	41522	134718
1178	41553	134671
1179	41574	134589
1180	41597	134514
1181	41617	134429
1182	41653	134395
1183	41744	134540
1184	41773	134486
1185	41799	134422
1186	41826	134358
1187	41849	134284
1188	41874	134216
1189	41898	134145
1190	41919	134064
1191	41940	133983
1192	41977	133953
1193	41996	133866
1194	42016	133785
1195	42036	133701
1196	42062	133638
1197	42080	133547
1198	42100	133463
1199	42117	133372
1200	42139	133295
1201	42165	133232
1202	42186	133152
1203	42208	133075
1204	42249	133060
1205	42304	133088
1206	42377	133170
1207	42441	133225
1208	42532	133367
1209	42638	133552
1210	42707	133623
1211	42790	133737
